SaleID,Date,StoreID,ProductID,Quantity,Revenue
720,2024-09-03,7,18,1,94.99
721,2024-09-03,8,7,1,91.99
722,2024-09-04,1,16,1,313.49
723,2024-09-04,10,7,1,99.99
724,2024-09-05,1,16,2,626.94
725,2024-09-05,5,7,1,89.99
726,2024-09-05,5,1,1,1899.99
727,2024-09-05,10,7,1,89.99
728,2024-09-05,12,14,1,799.99
729,2024-09-06,1,16,2,607.18
730,2024-09-06,1,18,2,199.98
731,2024-09-06,1,10,1,1241.99
732,2024-09-06,4,14,1,799.99
733,2024-09-06,6,7,1,99.99
734,2024-09-06,6,6,1,307.99
735,2024-09-06,10,17,3,142.47
736,2024-09-07,1,19,1,284.99
737,2024-09-07,3,18,3,275.91
738,2024-09-07,4,2,1,1143.99
739,2024-09-07,5,14,2,1439.98
740,2024-09-07,5,9,1,1066.99
741,2024-09-07,8,18,3,290.97
742,2024-09-07,9,11,1,759.99
743,2024-09-08,2,18,3,275.97
744,2024-09-08,8,13,1,1066.99
745,2024-09-09,1,5,3,1709.97
746,2024-09-09,10,9,1,967.99
747,2024-09-10,3,18,2,189.98
748,2024-09-10,6,2,1,1234.99
749,2024-09-10,10,13,1,1099.99
750,2024-09-10,10,7,3,275.97
751,2024-09-11,3,1,1,1839.99
752,2024-09-11,5,20,1,484.99
753,2024-09-12,5,3,1,1066.99
754,2024-09-12,10,11,1,799.99
755,2024-09-13,6,4,1,919.99
756,2024-09-13,7,13,1,1066.99
757,2024-09-13,10,6,2,664.98
758,2024-09-13,12,15,3,727.47
759,2024-09-14,2,15,2,439.98
760,2024-09-14,6,3,1,1044.99
761,2024-09-14,7,4,1,949.99
762,2024-09-14,8,17,2,99.98
763,2024-09-15,4,12,1,949.99
764,2024-09-15,4,11,1,759.97
765,2024-09-15,6,3,1,1011.99
766,2024-09-15,6,4,1,899.99
767,2024-09-15,6,3,1,1044.99
768,2024-09-15,8,4,1,949.99
769,2024-09-15,10,5,2,1163.94
770,2024-09-15,12,17,2,99.98
771,2024-09-16,5,4,1,919.99
772,2024-09-16,5,3,1,1011.99
773,2024-09-16,6,4,1,969.99
774,2024-09-16,9,3,1,1099.99
775,2024-09-16,10,5,1,551.99
776,2024-09-16,11,13,1,1099.97
777,2024-09-17,1,12,1,969.99
778,2024-09-17,1,3,2,2133.94
779,2024-09-17,1,9,1,1044.99
780,2024-09-17,5,4,1,999.99
781,2024-09-17,7,9,1,967.99
782,2024-09-17,7,4,1,969.99
783,2024-09-17,8,11,1,759.99
784,2024-09-17,9,9,1,989.99
785,2024-09-17,9,17,1,45.99
786,2024-09-17,12,11,1,759.99
787,2024-09-17,12,1,1,1839.99
788,2024-09-18,1,3,1,1011.99
789,2024-09-18,1,12,1,969.99
790,2024-09-18,4,16,3,989.97
791,2024-09-18,5,4,1,899.99
792,2024-09-18,7,3,1,989.99
793,2024-09-18,8,3,1,1066.99
794,2024-09-18,10,4,1,969.99
795,2024-09-18,10,8,1,417.09
796,2024-09-19,1,17,3,137.97
797,2024-09-19,4,11,1,719.99
798,2024-09-19,6,11,1,799.99
799,2024-09-19,12,4,1,899.99
800,2024-09-20,1,17,1,45.99
801,2024-09-20,1,15,1,229.99
802,2024-09-20,3,9,1,1066.99
803,2024-09-20,4,13,1,1066.99
804,2024-09-20,5,18,1,99.97
805,2024-09-20,9,17,4,193.96
806,2024-09-20,12,11,1,759.99
807,2024-09-20,12,15,2,499.98
808,2024-09-21,1,4,1,949.99
809,2024-09-21,1,16,1,296.99
810,2024-09-21,1,11,1,775.99
811,2024-09-21,2,19,1,269.99
812,2024-09-21,4,17,1,48.49
813,2024-09-21,5,12,1,919.99
814,2024-09-21,6,3,2,2023.98
815,2024-09-21,6,18,2,193.98
816,2024-09-21,12,12,1,969.99
817,2024-09-22,1,11,2,1519.98
818,2024-09-22,1,17,2,91.94
819,2024-09-22,4,13,1,1099.99
820,2024-09-22,7,7,1,96.99
821,2024-09-22,8,3,1,967.99
822,2024-09-22,10,12,1,949.99
823,2024-09-22,10,12,1,949.99
824,2024-09-23,1,10,1,1214.99
825,2024-09-23,2,4,1,999.99
826,2024-09-23,4,19,1,299.99
827,2024-09-23,8,12,1,999.99
828,2024-09-23,10,8,1,408.49
829,2024-09-24,1,12,1,919.99
830,2024-09-24,1,18,1,99.97
831,2024-09-24,4,5,1,551.99
832,2024-09-24,6,11,1,799.99
833,2024-09-24,8,17,2,94.98
834,2024-09-24,10,14,1,703.99
835,2024-09-24,11,3,1,1011.99
836,2024-09-24,12,5,1,599.99
837,2024-09-25,1,18,3,290.97
838,2024-09-25,4,19,1,284.99
839,2024-09-25,4,12,1,999.99
840,2024-09-25,4,11,1,775.99
841,2024-09-25,5,4,1,999.99
842,2024-09-25,7,7,1,89.99
843,2024-09-25,9,11,2,1551.98
844,2024-09-26,1,10,1,1282.49
845,2024-09-26,1,11,1,735.99
846,2024-09-26,3,12,1,879.99
847,2024-09-26,4,11,1,799.99
848,2024-09-26,4,12,1,969.97
849,2024-09-27,1,7,1,99.99
850,2024-09-27,1,12,1,969.99
851,2024-09-27,1,4,1,969.99
852,2024-09-27,4,18,1,94.99
853,2024-09-27,4,17,1,43.97
854,2024-09-27,4,1,1,1899.97
855,2024-09-27,5,3,1,967.99
856,2024-09-27,11,17,2,91.98
857,2024-09-27,12,12,1,949.99
858,2024-09-28,1,11,1,759.99
859,2024-09-28,1,4,1,949.99
860,2024-09-28,4,8,1,395.59
861,2024-09-28,6,12,1,899.99
862,2024-09-28,6,19,1,299.99
863,2024-09-28,12,1,1,1899.99
864,2024-09-29,1,11,1,759.99
865,2024-09-29,1,8,1,408.49
866,2024-09-29,4,12,1,899.99
867,2024-09-29,4,12,1,879.99
868,2024-09-29,5,3,1,989.99
869,2024-09-29,6,7,2,183.98
870,2024-09-29,7,17,4,189.96
871,2024-09-29,8,4,2,1839.98
872,2024-09-29,8,11,1,799.99
873,2024-09-29,9,7,2,193.98
874,2024-09-29,10,3,1,1011.99
875,2024-09-30,1,17,4,175.96
876,2024-09-30,4,18,1,96.99
877,2024-09-30,4,6,3,965.97
878,2024-09-30,5,3,1,1044.99
879,2024-09-30,6,8,3,1289.97
880,2024-09-30,10,4,1,879.99
881,2024-09-30,12,20,1,449.99
882,2024-09-30,12,11,1,719.99
883,2024-10-01,4,14,1,799.99
884,2024-10-01,4,17,1,45.99
885,2024-10-02,4,2,1,1195.99
886,2024-10-02,4,2,1,1195.99
887,2024-10-02,7,17,2,94.94
888,2024-10-02,10,1,1,1899.99
889,2024-10-02,12,10,1,1187.99
890,2024-10-03,1,18,1,91.99
891,2024-10-03,7,1,1,1839.99
892,2024-10-04,1,9,1,1099.99
893,2024-10-04,1,5,1,551.99
894,2024-10-04,3,4,2,1899.98
895,2024-10-04,4,2,1,1169.99
896,2024-10-04,4,13,1,1066.99
897,2024-10-04,7,10,1,1282.49
898,2024-10-04,11,1,1,1759.99
899,2024-10-05,1,14,1,775.99
900,2024-10-05,4,1,1,1799.99
901,2024-10-05,8,7,1,94.99
902,2024-10-06,1,19,3,872.97
903,2024-10-06,4,10,1,1309.49
904,2024-10-06,4,12,1,919.99
905,2024-10-06,7,1,1,1939.99
906,2024-10-06,7,10,1,1241.99
907,2024-10-06,8,18,1,96.99
908,2024-10-06,9,1,1,1799.99
909,2024-10-06,10,18,1,91.99
910,2024-10-07,1,8,1,378.39
911,2024-10-07,7,17,1,48.49
912,2024-10-07,8,6,1,349.99
913,2024-10-07,8,9,1,1044.99
914,2024-10-07,12,17,2,96.98
915,2024-10-08,4,8,1,395.59
916,2024-10-08,5,16,1,329.97
917,2024-10-08,5,15,1,249.99
918,2024-10-08,8,15,1,249.99
919,2024-10-08,9,19,1,275.99
920,2024-10-09,1,13,1,1066.99
921,2024-10-09,1,19,1,299.99
922,2024-10-09,8,2,1,1143.99
923,2024-10-09,10,9,1,989.99
924,2024-10-10,1,5,2,1139.98
925,2024-10-10,4,5,1,539.99
926,2024-10-10,5,13,1,1099.99
927,2024-10-10,8,15,1,224.99
928,2024-10-10,9,5,1,569.99
929,2024-10-10,10,6,1,307.99
930,2024-10-10,12,17,3,149.97
931,2024-10-11,1,1,1,1939.99
932,2024-10-11,4,6,2,643.98
933,2024-10-11,7,14,1,735.99
934,2024-10-11,10,14,1,759.99
935,2024-10-11,12,17,3,134.97
936,2024-10-12,2,9,1,1066.99
937,2024-10-12,5,2,1,1299.99
938,2024-10-12,5,9,1,1099.99
939,2024-10-13,1,1,1,1999.99
940,2024-10-13,1,9,1,967.99
941,2024-10-13,1,17,1,47.49
942,2024-10-13,4,11,1,703.99
943,2024-10-13,4,13,1,1011.99
944,2024-10-13,4,2,1,1299.99
945,2024-10-13,5,3,1,1044.99
946,2024-10-13,6,10,1,1309.49
947,2024-10-13,10,10,1,1349.99
948,2024-10-14,1,1,1,1899.99
949,2024-10-14,3,18,3,290.97
950,2024-10-14,3,2,1,1299.99
951,2024-10-14,4,3,1,1044.99
952,2024-10-14,5,6,1,321.99
953,2024-10-15,1,12,1,969.99
954,2024-10-15,8,13,1,1099.97
955,2024-10-17,5,15,2,489.98
956,2024-10-17,7,7,2,199.98
957,2024-10-18,1,19,1,299.99
958,2024-10-19,1,1,1,1999.99
959,2024-10-19,3,10,1,1349.99
960,2024-10-19,6,14,1,799.99
961,2024-10-20,4,13,1,1077.99
962,2024-10-20,8,14,1,783.99
963,2024-10-21,1,18,1,99.99
964,2024-10-21,10,10,1,1349.99
965,2024-10-22,12,2,1,1299.99
966,2024-10-23,1,7,1,99.97
967,2024-10-23,4,14,1,783.99
968,2024-10-23,6,9,1,1077.99
969,2024-10-23,8,1,1,1999.99
970,2024-10-24,1,13,1,1077.99
971,2024-10-24,5,4,2,1959.98
972,2024-10-25,1,14,1,799.99
973,2024-10-25,2,12,1,979.99
974,2024-10-26,4,12,1,979.99
975,2024-10-26,5,9,1,1044.99
976,2024-10-27,1,10,1,1282.47
977,2024-10-28,5,14,2,1551.98
978,2024-10-28,10,18,1,99.99
979,2024-10-28,11,4,1,949.99
980,2024-10-28,12,18,3,299.97
981,2024-10-29,1,6,2,643.98
982,2024-10-30,10,16,1,303.59
983,2024-10-31,2,6,3,923.97
984,2024-10-31,4,17,2,96.98
985,2024-10-31,4,12,1,999.97
986,2024-10-31,6,19,1,290.97
987,2024-11-01,1,9,1,1066.99
988,2024-11-01,1,17,2,89.98
989,2024-11-01,1,10,1,1349.99
990,2024-11-01,2,3,1,1066.99
991,2024-11-01,4,8,1,429.99
992,2024-11-01,5,20,3,1379.97
993,2024-11-01,9,20,2,949.98
994,2024-11-02,1,3,1,1044.99
995,2024-11-02,1,20,3,1424.97
996,2024-11-02,2,7,1,96.99
997,2024-11-02,5,6,2,629.98
998,2024-11-02,5,3,1,1044.99
999,2024-11-02,5,12,1,879.99
1000,2024-11-02,7,20,1,484.99
1001,2024-11-02,10,16,1,296.99
1002,2024-11-02,11,16,1,313.49
1003,2024-11-03,1,18,2,189.98
1004,2024-11-03,1,18,1,94.99
1005,2024-11-03,1,8,1,429.99
1006,2024-11-03,4,6,1,349.99
1007,2024-11-03,5,6,2,678.98
1008,2024-11-03,5,16,2,640.18
1009,2024-11-03,7,17,2,96.98
1010,2024-11-04,1,20,2,919.98
1011,2024-11-04,5,13,1,1044.99
1012,2024-11-04,5,10,1,1309.49
1013,2024-11-04,8,6,1,349.99
1014,2024-11-04,10,1,1,1759.99
1015,2024-11-04,10,17,2,94.98
1016,2024-11-04,11,7,1,94.99
1017,2024-11-05,1,3,1,1066.99
1018,2024-11-05,4,13,1,1099.99
1019,2024-11-05,4,7,1,91.99
1020,2024-11-05,4,7,2,199.98
1021,2024-11-05,4,2,1,1234.99
1022,2024-11-05,4,1,2,3599.98
1023,2024-11-05,5,10,1,1282.49
1024,2024-11-05,6,12,2,1999.98
1025,2024-11-05,9,17,2,94.98
1026,2024-11-05,10,20,2,919.98
1027,2024-11-05,10,17,1,49.99
1028,2024-11-06,4,20,3,1454.97
1029,2024-11-06,12,7,3,284.97
1030,2024-11-07,4,20,1,474.99
1031,2024-11-07,5,20,2,919.94
1032,2024-11-07,7,17,1,48.49
1033,2024-11-07,8,10,1,1349.99
1034,2024-11-07,8,3,2,2023.98
1035,2024-11-07,10,2,1,1234.99
1036,2024-11-07,10,9,2,1979.98
1037,2024-11-08,3,6,1,314.99
1038,2024-11-08,3,20,1,499.99
1039,2024-11-08,4,11,1,775.99
1040,2024-11-08,9,7,2,199.98
1041,2024-11-08,11,3,1,1044.99
1042,2024-11-08,12,20,1,484.99
1043,2024-11-09,1,10,1,1349.99
1044,2024-11-09,2,19,1,299.99
1045,2024-11-09,4,1,2,3599.98
1046,2024-11-09,9,18,1,96.99
1047,2024-11-09,10,6,1,314.99
1048,2024-11-09,10,8,1,408.49
1049,2024-11-10,1,4,1,969.99
1050,2024-11-10,1,11,1,759.99
1051,2024-11-10,1,15,1,237.49
1052,2024-11-10,3,15,1,237.49
1053,2024-11-10,4,15,1,229.99
1054,2024-11-10,10,12,1,969.99
1055,2024-11-11,3,17,2,94.98
1056,2024-11-11,4,20,3,1349.97
1057,2024-11-11,7,18,2,189.98
1058,2024-11-12,1,20,1,439.99
1059,2024-11-12,1,7,2,179.98
1060,2024-11-12,1,18,1,91.99
1061,2024-11-12,4,20,1,499.99
1062,2024-11-12,5,1,1,1799.99
1063,2024-11-13,1,7,2,199.98
1064,2024-11-13,1,7,3,275.97
1065,2024-11-13,1,13,1,1044.99
1066,2024-11-13,4,1,1,1999.99
1067,2024-11-13,4,16,1,313.47
1068,2024-11-13,7,18,1,89.99
1069,2024-11-13,7,2,1,1260.99
1070,2024-11-13,10,3,1,967.99
1071,2024-11-13,12,18,2,183.98
1072,2024-11-14,1,14,2,1471.98
1073,2024-11-14,1,1,1,1899.99
1074,2024-11-14,1,7,2,189.98
1075,2024-11-14,1,2,1,1260.97
1076,2024-11-14,3,19,1,284.99
1077,2024-11-14,5,13,1,1044.99
1078,2024-11-14,5,6,1,339.49
1079,2024-11-14,10,2,2,2339.94
1080,2024-11-14,12,17,4,199.96
1081,2024-11-15,1,1,1,1999.99
1082,2024-11-15,6,2,1,1299.99
1083,2024-11-15,6,5,1,587.99
1084,2024-11-16,1,12,1,919.99
1085,2024-11-16,6,4,2,1999.98
1086,2024-11-16,6,12,1,979.99
1087,2024-11-16,9,12,1,899.99
1088,2024-11-16,10,2,1,1169.99
1089,2024-11-16,12,5,1,587.99
1090,2024-11-17,4,7,3,299.97
1091,2024-11-18,6,19,1,299.97
1092,2024-11-19,7,18,1,94.99
1093,2024-11-19,7,6,3,1028.97
1094,2024-11-19,10,11,1,799.99
1095,2024-11-21,1,8,1,408.49
1096,2024-11-21,8,17,3,142.47
1097,2024-11-21,9,3,1,1044.99
1098,2024-11-22,1,14,1,759.99
1099,2024-11-22,4,20,2,949.98
1100,2024-11-22,4,5,1,587.99
1101,2024-11-22,8,18,1,99.99
1102,2024-11-23,1,1,1,1999.99
1103,2024-11-23,1,15,2,449.98
1104,2024-11-23,1,12,1,919.99
1105,2024-11-23,9,15,1,224.99
1106,2024-11-24,9,13,1,1099.99
1107,2024-11-25,1,11,1,735.99
1108,2024-11-25,1,1,1,1999.99
1109,2024-11-25,1,16,1,329.99
1110,2024-11-25,4,14,2,1519.98
1111,2024-11-25,4,1,1,1899.99
1112,2024-11-25,5,9,1,1011.99
1113,2024-11-25,5,10,1,1241.99
1114,2024-11-25,6,11,1,703.99
1115,2024-11-25,6,3,1,1011.99
1116,2024-11-25,9,1,1,1999.99
1117,2024-11-25,9,15,2,484.98
1118,2024-11-25,10,4,1,969.99
1119,2024-11-25,10,20,1,484.99
1120,2024-11-25,12,1,1,1839.99
1121,2024-11-25,12,3,1,1044.99
1122,2024-11-26,1,15,1,237.49
1123,2024-11-26,1,3,1,967.99
1124,2024-11-26,1,16,1,290.37
1125,2024-11-26,1,9,1,1066.99
1126,2024-11-26,1,9,1,1066.99
1127,2024-11-26,3,15,3,659.97
1128,2024-11-26,4,8,1,408.49
1129,2024-11-26,4,2,1,1299.99
1130,2024-11-26,4,9,1,1066.99
1131,2024-11-26,5,9,1,1099.99
1132,2024-11-26,5,9,1,1011.99
1133,2024-11-26,5,20,1,474.99
1134,2024-11-26,6,4,1,949.99
1135,2024-11-26,7,1,1,1839.97
1136,2024-11-26,8,20,2,999.98
1137,2024-11-26,9,13,1,967.99
1138,2024-11-26,10,1,1,1799.99
1139,2024-11-26,10,9,1,1011.99
1140,2024-11-26,10,10,1,1309.49
1141,2024-11-26,12,9,1,967.99
1142,2024-11-26,12,12,1,969.99
1143,2024-11-27,1,10,1,1282.49
1144,2024-11-27,1,1,1,1939.99
1145,2024-11-27,2,19,3,827.97
1146,2024-11-27,3,9,2,2023.98
1147,2024-11-27,4,16,2,659.98
1148,2024-11-27,4,12,1,999.99
1149,2024-11-27,4,4,1,999.99
1150,2024-11-27,4,19,3,827.97
1151,2024-11-27,5,6,1,339.49
1152,2024-11-27,5,16,1,320.09
1153,2024-11-27,5,11,1,775.97
1154,2024-11-27,5,15,2,499.98
1155,2024-11-27,6,4,1,899.99
1156,2024-11-27,7,10,1,1349.99
1157,2024-11-27,7,6,3,944.97
1158,2024-11-27,10,10,1,1282.49
1159,2024-11-27,11,1,1,1899.99
1160,2024-11-28,1,14,1,735.99
1161,2024-11-28,1,16,1,320.09
1162,2024-11-28,1,12,1,969.97
1163,2024-11-28,1,12,1,899.99
1164,2024-11-28,1,7,3,275.97
1165,2024-11-28,1,11,1,719.99
1166,2024-11-28,1,1,1,1999.99
1167,2024-11-28,1,7,2,189.98
1168,2024-11-28,2,14,1,775.97
1169,2024-11-28,3,16,1,303.59
1170,2024-11-28,4,8,1,408.49
1171,2024-11-28,4,6,1,349.99
1172,2024-11-28,4,11,1,719.99
1173,2024-11-28,5,4,2,1899.98
1174,2024-11-28,5,20,1,499.99
1175,2024-11-28,6,1,1,1899.99
1176,2024-11-28,7,13,1,1099.99
1177,2024-11-28,7,11,1,799.99
1178,2024-11-28,8,16,1,313.49
1179,2024-11-28,8,10,1,1214.99
1180,2024-11-28,10,6,1,349.99
1181,2024-11-28,10,13,1,1011.99
1182,2024-11-28,12,12,1,919.99
1183,2024-11-28,12,5,1,581.99
1184,2024-11-28,12,2,1,1234.97
1185,2024-11-29,1,4,1,899.99
1186,2024-11-29,1,13,1,1011.99
1187,2024-11-29,1,11,1,775.99
1188,2024-11-29,1,12,1,949.99
1189,2024-11-29,1,1,1,1899.99
1190,2024-11-29,1,2,1,1299.99
1191,2024-11-29,2,2,1,1195.99
1192,2024-11-29,3,15,1,229.99
1193,2024-11-29,3,12,1,949.99
1194,2024-11-29,4,7,2,199.98
1195,2024-11-29,4,16,2,640.18
1196,2024-11-29,4,14,1,799.97
1197,2024-11-29,5,17,2,91.98
1198,2024-11-29,5,10,1,1241.99
1199,2024-11-29,6,2,1,1234.99
1200,2024-11-29,6,15,1,249.99
1201,2024-11-29,6,12,1,899.99
1202,2024-11-29,8,1,1,1999.99
1203,2024-11-29,9,4,1,999.99
1204,2024-11-29,10,16,2,640.18
1205,2024-11-29,11,15,1,249.99
1206,2024-11-29,11,3,1,989.99
1207,2024-11-29,12,12,1,919.99
1208,2024-11-29,12,14,1,719.99
1209,2024-11-29,12,17,1,47.49
1210,2024-11-29,12,14,1,775.99
1211,2024-11-29,12,2,1,1260.99
1212,2024-11-30,1,3,1,1011.99
1213,2024-11-30,3,12,1,919.99
1214,2024-11-30,4,19,3,809.97
1215,2024-11-30,4,12,1,969.99
1216,2024-11-30,4,3,1,1011.97
1217,2024-11-30,4,12,1,919.99
1218,2024-11-30,6,19,1,269.99
1219,2024-11-30,6,16,1,296.99
1220,2024-11-30,6,2,1,1299.99
1221,2024-11-30,6,4,1,919.99
1222,2024-11-30,7,18,1,99.99
1223,2024-11-30,7,2,1,1195.99
1224,2024-11-30,8,7,1,94.99
1225,2024-11-30,10,6,2,615.98
1226,2024-11-30,11,11,1,719.97
1227,2024-11-30,12,16,1,303.57
1228,2024-11-30,12,17,1,48.49
1229,2024-12-01,1,7,1,94.99
1230,2024-12-01,1,12,1,919.99
1231,2024-12-01,1,20,1,459.99
1232,2024-12-01,3,12,1,999.99
1233,2024-12-01,4,8,1,408.49
1234,2024-12-01,5,8,2,834.18
1235,2024-12-01,7,4,1,919.99
1236,2024-12-01,7,19,1,275.99
1237,2024-12-01,9,20,1,474.99
1238,2024-12-01,12,12,1,919.99
1239,2024-12-02,1,11,1,759.99
1240,2024-12-02,3,11,1,759.99
1241,2024-12-02,3,8,1,395.59
1242,2024-12-02,4,4,2,1939.98
1243,2024-12-02,4,19,1,299.99
1244,2024-12-02,4,14,2,1471.98
1245,2024-12-02,4,18,3,299.97
1246,2024-12-02,5,4,1,949.99
1247,2024-12-02,5,12,1,949.99
1248,2024-12-02,7,15,3,727.47
1249,2024-12-02,8,11,1,735.99
1250,2024-12-02,10,4,1,949.99
1251,2024-12-02,11,20,1,499.99
1252,2024-12-03,1,3,1,1044.99
1253,2024-12-03,1,20,3,1499.97
1254,2024-12-03,3,18,1,94.99
1255,2024-12-03,4,3,1,1044.99
1256,2024-12-03,5,5,1,599.99
1257,2024-12-03,6,3,1,1066.99
1258,2024-12-03,7,13,1,1011.99
1259,2024-12-03,10,11,1,799.97
1260,2024-12-03,11,1,1,1799.99
1261,2024-12-03,12,20,1,459.97
1262,2024-12-04,1,12,2,1839.98
1263,2024-12-04,1,12,1,919.99
1264,2024-12-04,1,10,1,1349.99
1265,2024-12-04,1,13,2,2199.94
1266,2024-12-04,1,17,2,99.98
1267,2024-12-04,3,5,1,581.99
1268,2024-12-04,3,3,1,1044.99
1269,2024-12-04,4,1,1,1999.99
1270,2024-12-04,4,12,1,969.99
1271,2024-12-04,4,10,1,1349.99
1272,2024-12-04,4,9,1,967.99
1273,2024-12-04,4,20,1,499.99
1274,2024-12-04,4,5,1,599.97
1275,2024-12-04,5,11,1,775.99
1276,2024-12-04,6,1,1,1939.99
1277,2024-12-04,6,20,1,459.99
1278,2024-12-04,7,3,1,967.99
1279,2024-12-04,7,1,1,1999.99
1280,2024-12-04,10,17,2,96.98
1281,2024-12-04,10,11,1,703.99
1282,2024-12-04,12,19,1,275.99
1283,2024-12-04,12,10,1,1214.99
1284,2024-12-04,12,4,1,949.99
1285,2024-12-05,1,6,2,643.98
1286,2024-12-05,1,8,1,417.09
1287,2024-12-05,4,13,1,1099.99
1288,2024-12-05,5,12,1,949.99
1289,2024-12-05,5,16,1,296.99
1290,2024-12-05,8,3,1,1044.99
1291,2024-12-05,10,16,1,313.49
1292,2024-12-05,10,18,3,290.97
1293,2024-12-05,10,8,1,417.09
1294,2024-12-05,12,12,1,999.97
1295,2024-12-05,12,3,1,967.99
1296,2024-12-05,12,8,1,386.99
1297,2024-12-06,1,7,2,189.98
1298,2024-12-06,1,3,1,1099.99
1299,2024-12-06,1,3,2,2023.98
1300,2024-12-06,1,4,1,969.99
1301,2024-12-06,1,3,2,1979.98
1302,2024-12-06,1,12,1,969.99
1303,2024-12-06,1,10,1,1309.49
1304,2024-12-06,1,14,1,775.99
1305,2024-12-06,2,7,2,189.98
1306,2024-12-06,4,12,1,949.99
1307,2024-12-06,4,11,1,759.99
1308,2024-12-06,4,7,1,94.99
1309,2024-12-06,5,4,1,899.99
1310,2024-12-06,5,3,1,1011.99
1311,2024-12-06,6,8,1,386.99
1312,2024-12-06,6,19,1,290.99
1313,2024-12-06,8,10,1,1282.49
1314,2024-12-06,12,20,1,459.99
1315,2024-12-07,1,5,3,1745.91
1316,2024-12-07,1,1,1,1939.99
1317,2024-12-07,1,6,2,678.98
1318,2024-12-07,1,3,1,1011.99
1319,2024-12-07,1,11,1,799.99
1320,2024-12-07,1,14,1,775.99
1321,2024-12-07,2,14,1,799.99
1322,2024-12-07,4,12,1,919.99
1323,2024-12-07,4,4,1,899.99
1324,2024-12-07,4,18,3,269.97
1325,2024-12-07,4,13,1,1044.99
1326,2024-12-07,5,11,1,799.99
1327,2024-12-07,5,12,1,999.99
1328,2024-12-07,5,19,1,275.99
1329,2024-12-07,5,11,1,775.99
1330,2024-12-07,6,20,1,484.99
1331,2024-12-07,7,7,2,199.94
1332,2024-12-07,8,5,2,1199.98
1333,2024-12-07,10,4,1,919.99
1334,2024-12-08,3,4,1,949.99
1335,2024-12-08,4,7,1,99.99
1336,2024-12-08,4,11,1,759.99
1337,2024-12-08,4,9,1,1011.99
1338,2024-12-08,5,19,2,569.98
1339,2024-12-08,7,7,3,299.97
1340,2024-12-08,8,4,2,1939.98
1341,2024-12-08,9,12,1,969.99
1342,2024-12-08,10,11,1,735.99
1343,2024-12-08,10,3,1,1011.99
1344,2024-12-08,10,11,1,759.99
1345,2024-12-09,1,8,1,408.49
1346,2024-12-09,1,12,1,969.99
1347,2024-12-09,2,1,1,1899.99
1348,2024-12-09,3,11,1,719.99
1349,2024-12-09,4,4,1,879.99
1350,2024-12-09,5,20,1,499.99
1351,2024-12-09,5,7,1,99.99
1352,2024-12-09,5,3,1,1044.99
1353,2024-12-09,6,11,1,799.99
1354,2024-12-09,7,16,1,329.99
1355,2024-12-09,7,2,1,1299.99
1356,2024-12-09,8,9,1,1044.99
1357,2024-12-10,1,11,1,775.99
1358,2024-12-10,4,3,1,1099.99
1359,2024-12-10,4,16,1,313.49
1360,2024-12-10,4,19,1,299.99
1361,2024-12-10,4,19,3,872.97
1362,2024-12-10,5,12,1,999.99
1363,2024-12-10,5,6,1,339.49
1364,2024-12-10,7,14,2,1519.98
1365,2024-12-10,7,3,1,1044.99
1366,2024-12-10,10,18,1,96.97
1367,2024-12-10,12,18,1,87.99
1368,2024-12-11,1,4,2,1899.98
1369,2024-12-11,1,10,1,1282.49
1370,2024-12-11,1,8,1,386.99
1371,2024-12-11,1,19,1,275.99
1372,2024-12-11,3,4,1,969.99
1373,2024-12-11,4,2,1,1260.99
1374,2024-12-11,5,6,1,307.99
1375,2024-12-11,5,12,1,949.99
1376,2024-12-11,5,11,1,799.99
1377,2024-12-11,5,15,3,727.47
1378,2024-12-11,6,4,1,949.99
1379,2024-12-11,6,12,1,919.99
1380,2024-12-11,7,9,1,1044.99
1381,2024-12-11,7,4,1,969.99
1382,2024-12-11,10,12,1,899.99
1383,2024-12-11,10,3,2,2089.94
1384,2024-12-11,11,11,1,759.99
1385,2024-12-11,12,6,3,944.97
1386,2024-12-12,1,18,1,99.99
1387,2024-12-12,1,4,1,969.97
1388,2024-12-12,1,17,1,48.49
1389,2024-12-12,1,8,1,408.49
1390,2024-12-12,1,2,1,1260.99
1391,2024-12-12,1,3,1,1044.99
1392,2024-12-12,1,3,1,1044.99
1393,2024-12-12,4,4,1,949.99
1394,2024-12-12,5,8,2,859.98
1395,2024-12-12,5,16,3,989.97
1396,2024-12-12,6,2,2,2521.98
1397,2024-12-12,7,15,1,229.99
1398,2024-12-12,7,9,1,1099.99
1399,2024-12-12,8,3,1,967.99
1400,2024-12-12,8,4,2,1839.98
1401,2024-12-12,9,3,1,1066.97
1402,2024-12-12,10,11,1,735.99
1403,2024-12-12,11,4,1,999.99
1404,2024-12-13,1,11,1,775.99
1405,2024-12-13,1,20,3,1454.91
1406,2024-12-13,1,12,1,969.99
1407,2024-12-13,2,1,1,1939.99
1408,2024-12-13,4,3,1,1099.99
1409,2024-12-13,5,11,1,719.99
1410,2024-12-13,5,4,1,949.99
1411,2024-12-13,7,3,1,1044.99
1412,2024-12-13,7,8,1,417.07
1413,2024-12-13,8,3,1,1099.99
1414,2024-12-13,8,16,2,607.14
1415,2024-12-13,10,12,1,969.99
1416,2024-12-13,10,15,1,219.99
1417,2024-12-13,12,13,1,1011.99
1418,2024-12-13,12,11,1,775.99
1419,2024-12-13,12,11,1,735.99
1420,2024-12-14,1,9,1,1044.99
